artist_name,artist_popularity,artist_followers,artist_image_url,track_name,duration_min,popularity,release_date,genres,collaborators,album_cover_url,date_gathered,type,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Cruel Summer,2.97,89,2019-08-23,['pop'],[],https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2024-11-04,Top Track,0.552,0.702,9.0,-5.707,1.0,0.157,0.117,2.06e-05,0.105,0.564,169.994,178427.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Fortnight (feat. Post Malone),3.82,85,2024-04-18,['pop'],['Post Malone'],https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,2024-11-04,Top Track,0.504,0.386,11.0,-10.976,1.0,0.0308,0.502,1.53e-05,0.0961,0.281,192.004,228965.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,august,4.37,84,2020-07-24,['pop'],[],https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,2024-11-04,Top Track,0.532,0.623,5.0,-9.208,1.0,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,261923.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Lover,3.69,84,2019-08-23,['pop'],[],https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647,2024-11-04,Top Track,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,221307.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,I Can Do It With a Broken Heart,3.63,83,2024-04-18,['pop'],[],https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,2024-11-04,Top Track,0.701,0.751,0.0,-8.39,1.0,0.0502,0.123,0.0,0.15,0.22,129.994,218005.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,cardigan,3.99,83,2020-07-24,['pop'],[],https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc,2024-11-04,Top Track,0.613,0.581,0.0,-8.588,0.0,0.0424,0.537,0.000345,0.25,0.551,130.033,239560.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Anti-Hero,3.34,82,2022-10-21,['pop'],[],https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,2024-11-04,Top Track,0.633,0.648,4.0,-6.645,1.0,0.062,0.121,2.62e-06,0.161,0.49,96.888,200690.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Don’t Blame Me,3.94,82,2017-11-10,['pop'],[],https://i.scdn.co/image/ab67616d0000b273da5d5aeeabacacc1263c0f4b,2024-11-04,Top Track,0.615,0.534,9.0,-6.719,0.0,0.0386,0.106,1.76e-05,0.0607,0.193,135.917,236413.0,4.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Guilty as Sin?,4.24,77,2024-04-18,['pop'],[],https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33,2024-11-04,Top Track,0.626,0.428,2.0,-8.374,1.0,0.0261,0.607,0.0,0.0921,0.487,94.95,254366.0,3.0
Taylor Swift,100,125041573,https://i.scdn.co/image/ab6761610000e5ebe672b5f553298dcdccb0e676,Blank Space,3.86,69,2014-10-27,['pop'],[],https://i.scdn.co/image/ab67616d0000b2739abdf14e6058bd3903686148,2024-11-04,Top Track,0.753,0.678,5.0,-5.421,1.0,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,One Dance,2.9,85,2016-05-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","['Wizkid', 'Kyla']",https://i.scdn.co/image/ab67616d0000b2739416ed64daf84936d89e671c,2024-11-04,Top Track,0.792,0.625,1.0,-5.609,1.0,0.0536,0.00776,0.0018,0.329,0.37,103.967,173987.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,WAIT FOR U (feat. Drake & Tems),3.16,82,2022-04-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","['Future', 'Tems']",https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214,2024-11-04,Top Track,0.463,0.642,1.0,-4.474,1.0,0.34,0.314,0.0,0.0686,0.339,83.389,189893.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,God's Plan,3.32,81,2018-06-29,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",[],https://i.scdn.co/image/ab67616d0000b273f907de96b9a4fbc04accc0d5,2024-11-04,Top Track,0.754,0.449,7.0,-9.211,1.0,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,Passionfruit,4.98,80,2017-03-18,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",[],https://i.scdn.co/image/ab67616d0000b2734f0fd9dad63977146e685700,2024-11-04,Top Track,0.809,0.463,11.0,-11.377,1.0,0.0396,0.256,0.085,0.109,0.364,111.98,298941.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,Jimmy Cooks (feat. 21 Savage),3.64,80,2022-06-17,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['21 Savage'],https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37,2024-11-04,Top Track,0.529,0.673,0.0,-4.711,1.0,0.175,0.000307,2.41e-06,0.093,0.366,165.921,218365.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,Circadian Rhythm,2.11,79,2024-08-30,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",[],https://i.scdn.co/image/ab67616d0000b273e955f0f0a0471ace604ecdf6,2024-11-04,Top Track,0.694,0.574,1.0,-6.144,0.0,0.0483,0.193,0.0,0.082,0.286,146.007,126356.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,No Face,2.29,79,2024-08-31,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",[],https://i.scdn.co/image/ab67616d0000b273cf05fc616cf7e38c0e52b888,2024-11-04,Top Track,0.853,0.69,10.0,-5.858,1.0,0.0647,0.0771,0.0,0.0835,0.471,125.951,137143.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,Rich Baby Daddy (feat. Sexyy Red & SZA),5.32,79,2023-10-06,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","['Sexyy Red', 'SZA']",https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1,2024-11-04,Top Track,0.636,0.729,2.0,-4.495,1.0,0.055,0.0458,0.0,0.384,0.141,146.009,319192.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,Fair Trade (with Travis Scott),4.85,78,2021-09-03,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",['Travis Scott'],https://i.scdn.co/image/ab67616d0000b273cd945b4e3de57edd28481a3f,2024-11-04,Top Track,0.666,0.465,1.0,-8.545,1.0,0.26,0.0503,0.0,0.215,0.292,167.937,291175.0,4.0
Drake,96,93083744,https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9,It's Up (feat. Young Thug & 21 Savage),4.63,77,2024-08-30,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']","['Young Thug', '21 Savage']",https://i.scdn.co/image/ab67616d0000b273e955f0f0a0471ace604ecdf6,2024-11-04,Top Track,0.783,0.723,1.0,-4.881,1.0,0.135,0.0264,0.0,0.159,0.294,139.942,278001.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Timeless (with Playboi Carti),4.27,92,2024-09-27,"['canadian contemporary r&b', 'canadian pop', 'pop']",['Playboi Carti'],https://i.scdn.co/image/ab67616d0000b273ee2fe4a7b285d3817b470859,2024-11-04,Top Track,0.769,0.722,11.0,-5.485,0.0,0.0507,0.0584,2.56e-06,0.111,0.57,119.973,256000.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,"One Of The Girls (with JENNIE, Lily Rose Depp)",4.08,90,2023-06-23,"['canadian contemporary r&b', 'canadian pop', 'pop']","['JENNIE', 'Lily-Rose Depp']",https://i.scdn.co/image/ab67616d0000b273b0dd6a5cd1dec96c4119c262,2024-11-04,Top Track,0.264,0.64,8.0,-6.221,1.0,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,244685.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Blinding Lights,3.33,88,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2024-11-04,Top Track,0.513,0.73,1.0,-5.94,1.0,0.0598,0.00143,9.54e-05,0.0897,0.334,171.001,200040.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Starboy,3.84,87,2016-11-25,"['canadian contemporary r&b', 'canadian pop', 'pop']",['Daft Punk'],https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452,2024-11-04,Top Track,0.679,0.587,7.0,-7.015,1.0,0.276,0.141,6.35e-06,0.137,0.486,186.003,230453.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Dancing In The Flames,3.67,85,2024-09-13,"['canadian contemporary r&b', 'canadian pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b273f0e9b93cadbeb4d0227a59eb,2024-11-04,Top Track,0.552,0.73,1.0,-6.203,1.0,0.0381,0.0011,0.0,0.0837,0.162,116.875,220037.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Die For You,4.34,84,2016-11-24,"['canadian contemporary r&b', 'canadian pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,2024-11-04,Top Track,0.586,0.525,1.0,-7.163,0.0,0.0615,0.111,0.0,0.134,0.508,133.629,260253.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Save Your Tears,3.59,84,2020-03-20,"['canadian contemporary r&b', 'canadian pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36,2024-11-04,Top Track,0.679,0.825,0.0,-5.487,1.0,0.0309,0.0212,1.21e-05,0.543,0.644,118.049,215627.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,The Hills,4.04,84,2015-08-28,"['canadian contemporary r&b', 'canadian pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b2737fcead687e99583072cc217b,2024-11-04,Top Track,0.585,0.564,0.0,-7.063,0.0,0.0515,0.0671,0.0,0.135,0.137,113.003,242253.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),3.59,83,2023-06-02,"['canadian contemporary r&b', 'canadian pop', 'pop']","['Playboi Carti', 'Madonna']",https://i.scdn.co/image/ab67616d0000b2734c8f092adc59b4bf4212389d,2024-11-04,Top Track,0.854,0.674,1.0,-6.23,1.0,0.184,0.0517,8.53e-05,0.509,0.848,99.022,215467.0,4.0
The Weeknd,96,93735064,https://i.scdn.co/image/ab6761610000e5eb9e528993a2820267b97f6aae,Stargirl Interlude,1.86,82,2016-11-24,"['canadian contemporary r&b', 'canadian pop', 'pop']",['Lana Del Rey'],https://i.scdn.co/image/ab67616d0000b273a048415db06a5b6fa7ec4e1a,2024-11-04,Top Track,0.715,0.47,5.0,-12.638,0.0,0.0772,0.353,0.0923,0.104,0.426,89.965,111627.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,we can't be friends (wait for your love),3.81,86,2024-03-08,['pop'],[],https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,2024-11-04,Top Track,0.645,0.646,5.0,-8.334,1.0,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,228639.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,the boy is mine,2.89,83,2024-03-08,['pop'],[],https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,2024-11-04,Top Track,0.795,0.63,7.0,-5.854,0.0,0.0434,0.157,0.0,0.0732,0.447,97.998,173640.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,One Last Time,3.29,81,2014-08-22,['pop'],[],https://i.scdn.co/image/ab67616d0000b273deec12a28d1e336c5052e9aa,2024-11-04,Top Track,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.025,197267.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,intro (end of the world),1.54,81,2024-03-08,['pop'],[],https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,2024-11-04,Top Track,0.506,0.362,10.0,-9.48,1.0,0.0416,0.67,0.0,0.176,0.385,84.726,92400.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,7 rings,2.98,81,2019-02-08,['pop'],[],https://i.scdn.co/image/ab67616d0000b27356ac7b86e090f307e218e9c8,2024-11-04,Top Track,0.777,0.317,1.0,-10.732,0.0,0.308,0.591,0.0,0.0881,0.33,139.848,178627.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,Sympathy is a knife featuring ariana grande,2.57,80,2024-10-11,['pop'],['Charli xcx'],https://i.scdn.co/image/ab67616d0000b27355a1e72ba425c60a02a9bb47,2024-11-04,Top Track,0.711,0.603,3.0,-7.815,1.0,0.0405,0.0962,0.0,0.112,0.339,135.151,154127.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,3.18,79,2020-03-20,['pop'],['The Weeknd'],https://i.scdn.co/image/ab67616d0000b273b5097b81179824803664aaaf,2024-11-04,Top Track,0.65,0.825,0.0,-4.645,1.0,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,191014.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,Die For You (with Ariana Grande) - Remix,3.88,77,2023-03-14,['pop'],['The Weeknd'],https://i.scdn.co/image/ab67616d0000b2738ad8f5243d6534e03b656c8b,2024-11-04,Top Track,0.568,0.485,1.0,-7.635,0.0,0.0582,0.276,0.0,0.323,0.517,66.961,232857.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,"yes, and?",3.58,76,2024-03-08,['pop'],[],https://i.scdn.co/image/ab67616d0000b2738b58d20f1b77295730db15b4,2024-11-04,Top Track,0.787,0.775,1.0,-6.614,1.0,0.0548,0.19,6.54e-05,0.113,0.787,118.998,214994.0,4.0
Ariana Grande,92,100780419,https://i.scdn.co/image/ab6761610000e5eb40b5c07ab77b6b1a9075fdc0,Dangerous Woman,3.93,69,2016-05-20,['pop'],[],https://i.scdn.co/image/ab67616d0000b273628d506d5bddb09099db242c,2024-11-04,Top Track,0.664,0.602,4.0,-5.369,0.0,0.0412,0.0529,0.0,0.356,0.289,134.049,235947.0,3.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Shape of You,3.9,85,2017-03-03,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2024-11-04,Top Track,0.825,0.652,1.0,-3.183,0.0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Perfect,4.39,85,2017-03-03,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2024-11-04,Top Track,0.599,0.448,8.0,-6.312,1.0,0.0232,0.163,0.0,0.106,0.168,95.05,263400.0,3.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Shivers,3.46,83,2021-10-25,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2024-11-04,Top Track,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,207853.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Bad Habits,3.85,80,2021-10-25,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2024-11-04,Top Track,0.807,0.893,11.0,-3.745,0.0,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,230747.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,I Don't Care (with Justin Bieber),3.67,78,2019-07-12,"['pop', 'singer-songwriter pop', 'uk pop']",['Justin Bieber'],https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,2024-11-04,Top Track,0.798,0.676,6.0,-5.041,1.0,0.0442,0.0902,0.0,0.0894,0.843,101.956,219947.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Castle on the Hill,4.35,78,2017-03-03,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2024-11-04,Top Track,0.461,0.834,2.0,-4.868,1.0,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,261154.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Galway Girl,2.85,76,2017-03-03,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96,2024-11-04,Top Track,0.624,0.876,9.0,-3.374,1.0,0.1,0.0735,0.0,0.327,0.781,99.943,170827.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Bam Bam (feat. Ed Sheeran),3.43,69,2022-04-07,"['pop', 'singer-songwriter pop', 'uk pop']",['Camila Cabello'],https://i.scdn.co/image/ab67616d0000b273370ed6a9ced20874385fb147,2024-11-04,Top Track,0.756,0.697,8.0,-6.377,1.0,0.0401,0.182,0.0,0.333,0.956,94.996,206071.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Photograph,4.32,66,2013,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524,2024-11-04,Top Track,0.614,0.379,4.0,-10.48,1.0,0.0476,0.607,0.000464,0.0986,0.201,107.989,258987.0,4.0
Ed Sheeran,89,116919985,https://i.scdn.co/image/ab6761610000e5eb784daff754ecfe0464ddbeb9,Thinking out Loud,4.69,62,2013,"['pop', 'singer-songwriter pop', 'uk pop']",[],https://i.scdn.co/image/ab67616d0000b273d08209944468440145f01524,2024-11-04,Top Track,0.781,0.445,2.0,-6.061,1.0,0.0295,0.474,0.0,0.184,0.591,78.998,281560.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,PERRO NEGRO,2.71,85,2023-10-13,"['reggaeton', 'trap latino', 'urbano latino']",['Feid'],https://i.scdn.co/image/ab67616d0000b2737b1fc51ff3257b5286a1ecec,2024-11-04,Top Track,0.911,0.778,5.0,-2.248,1.0,0.262,0.0887,2.16e-05,0.179,0.345,96.057,162768.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,LA CANCIÓN,4.04,82,2019-06-28,"['reggaeton', 'trap latino', 'urbano latino']",['J Balvin'],https://i.scdn.co/image/ab67616d0000b2734891d9b25d8919448388f3bb,2024-11-04,Top Track,0.756,0.646,7.0,-5.795,1.0,0.319,0.152,1.81e-05,0.108,0.429,176.088,242573.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,Me Porto Bonito,2.98,81,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino']",['Chencho Corleone'],https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2024-11-04,Top Track,0.911,0.712,1.0,-5.105,0.0,0.0817,0.0901,2.68e-05,0.0933,0.425,92.005,178567.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,Ojitos Lindos,4.3,81,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino']",['Bomba Estéreo'],https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2024-11-04,Top Track,0.647,0.686,3.0,-5.745,0.0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,258299.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,un x100to,3.24,79,2023-08-25,"['reggaeton', 'trap latino', 'urbano latino']",['Grupo Frontera'],https://i.scdn.co/image/ab67616d0000b27382ce4c7bbf861185252e82ae,2024-11-04,Top Track,0.571,0.72,9.0,-4.089,1.0,0.0458,0.213,0.0,0.271,0.542,83.827,194563.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,Tití Me Preguntó,4.06,79,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino']",[],https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2024-11-04,Top Track,0.65,0.715,5.0,-5.198,0.0,0.253,0.0993,0.000291,0.126,0.187,106.672,243717.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,Efecto,3.55,79,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino']",[],https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2024-11-04,Top Track,0.801,0.475,7.0,-8.797,0.0,0.0516,0.141,1.73e-05,0.0639,0.234,98.047,213061.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,Moscow Mule,4.1,79,2022-05-06,"['reggaeton', 'trap latino', 'urbano latino']",[],https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,2024-11-04,Top Track,0.804,0.674,5.0,-5.453,0.0,0.0333,0.294,1.18e-06,0.115,0.292,99.968,245940.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,DÁKITI,3.42,76,2020-11-27,"['reggaeton', 'trap latino', 'urbano latino']",['JHAYCO'],https://i.scdn.co/image/ab67616d0000b273005ee342f4eef2cc6e8436ab,2024-11-04,Top Track,0.731,0.573,4.0,-10.059,0.0,0.0544,0.401,5.22e-05,0.113,0.145,109.928,205090.0,4.0
Bad Bunny,95,86681040,https://i.scdn.co/image/ab6761610000e5eb744a4243fb6cc938011a98f4,ADIVINO,4.64,75,2024-08-22,"['reggaeton', 'trap latino', 'urbano latino']",['Myke Towers'],https://i.scdn.co/image/ab67616d0000b273f5efed2f29ab39ebab066e2a,2024-11-04,Top Track,0.786,0.854,10.0,-2.4,0.0,0.0741,0.169,2.39e-05,0.106,0.522,117.994,278644.0,4.0
Billie Eilish,96,101571434,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,BIRDS OF A FEATHER,3.51,97,2024-05-17,"['art pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,2024-11-04,Top Track,0.747,0.507,2.0,-10.171,1.0,0.0358,0.2,0.0608,0.117,0.438,104.978,210373.0,4.0
Billie Eilish,96,101571434,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,WILDFLOWER,4.36,92,2024-05-17,"['art pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,2024-11-04,Top Track,0.467,0.247,6.0,-12.002,0.0,0.0431,0.612,0.000271,0.17,0.126,148.101,261467.0,4.0
Billie Eilish,96,101571434,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,CHIHIRO,5.06,88,2024-05-17,"['art pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,2024-11-04,Top Track,0.7,0.425,7.0,-12.531,1.0,0.0529,0.144,0.879,0.083,0.521,110.015,303440.0,4.0
Billie Eilish,96,101571434,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,LUNCH,2.99,87,2024-05-17,"['art pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b27371d62ea7ea8a5be92d3c1f62,2024-11-04,Top Track,0.893,0.4,11.0,-7.981,0.0,0.0643,0.0452,0.0823,0.0632,0.945,124.987,179587.0,4.0
Billie Eilish,96,101571434,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,lovely (with Khalid),3.34,86,2018-04-19,"['art pop', 'pop']",['Khalid'],https://i.scdn.co/image/ab67616d0000b2738a3f0a3ca7929dea23cd274c,2024-11-04,Top Track,0.351,0.296,4.0,-10.109,0.0,0.0333,0.934,0.0,0.095,0.12,115.284,200186.0,4.0
Billie Eilish,96,101571434,https://i.scdn.co/image/ab6761610000e5eb4a21b4760d2ecb7b0dcdc8da,"What Was I Made For? [From The Motion Picture ""Barbie""]",3.71,85,2023-07-13,"['art pop', 'pop']",[],https://i.scdn.co/image/ab67616d0000b273ed317ec13d3de9e01fb99c9e,2024-11-04,Top Track,0.391,0.084,0.0,-17.843,1.0,0.0317,0.953,0.0,0.0983,0.111,79.449,222370.0,4.0
